district,community,date,count
黄浦区,西陵家宅路131号,3月:30,1
黄浦区,西凌家宅路137弄,"4月:7,13",2
黄浦区,西凌家宅路146号,"4月:4,5,8",3
黄浦区,西凌家宅路159号,4月:10,1
黄浦区,西凌家宅路27弄,"4月:4,7,11,12",4
黄浦区,西陵家宅路29号,4月:7,1
黄浦区,西凌家宅路567弄,4月:11,1
黄浦区,西凌家宅路58号,"4月:7,8,11",3
黄浦区,西凌家宅路86号,"4月:8,10,11",3
黄浦区,西凌家宅路90号,4月:2,1
黄浦区,西凌家宅路98号,"4月:7,8",2
黄浦区,西姚家弄11号,"4月:4,6,8,10,11",5
黄浦区,西姚家弄21弄,"4月:4,6,7,8,9,10,11,12",8
黄浦区,西姚家弄25号,"3月:30; 4月:6,7,8",4
黄浦区,西姚家弄27号,"4月:3,4,6,7,8,12",6
黄浦区,西姚家弄29号,4月:6,1
黄浦区,西姚家弄31号,"4月:8,11",2
黄浦区,西姚家弄33号,"3月:30; 4月:6,7,8,10,11,13",7
黄浦区,西姚家弄51号,"4月:4,7,8,10,11,12",6
黄浦区,西姚家弄52号,"4月:6,9",2
黄浦区,西姚家弄53号,"4月:6,7,8,9,10,11,12",7
黄浦区,西姚家弄55号,"4月:8,10,11",3
黄浦区,西姚家弄57号,4月:4,1
黄浦区,西姚家弄59号,"4月:6,10,12",3
黄浦区,西藏南路1090弄,"4月:6,9,11,12",4
黄浦区,西藏南路1107号,"4月:9,13",2
黄浦区,西藏南路1108弄,4月:8,1
黄浦区,西藏南路1109号,4月:2,1
黄浦区,西藏南路1129弄,"4月:7,13",2
黄浦区,西藏南路1130号,"3月:30; 4月:5,11",3
黄浦区,西藏南路1177弄,4月:13,1
黄浦区,西藏南路1200弄,"4月:11,12",2
黄浦区,西藏南路1207弄,"4月:2,5",2
黄浦区,西藏南路123号,4月:11,1
黄浦区,西藏南路1277弄,"4月:3,7,11",3
黄浦区,西藏南路1341弄,"4月:4,7,11,12",4
黄浦区,西藏南路1351号,4月:13,1
黄浦区,西藏南路1371弄,4月:1,1
黄浦区,西藏南路1374弄,"3月:28,30; 4月:1,5,6,10,11,12,13",9
黄浦区,西藏南路1381号,4月:13,1
黄浦区,西藏南路1383弄,4月:2,1
黄浦区,西藏南路1433弄,"4月:11,12",2
黄浦区,西藏南路1501弄,"3月:27; 4月:1,11",3
黄浦区,西藏南路1566弄,"4月:10,12,13",3
黄浦区,西藏南路1717弄,"3月:28; 4月:5,11",3
黄浦区,西藏南路1731号,"4月:2,4",2
黄浦区,西藏南路1739弄,"3月:28; 4月:12,13",3
黄浦区,西藏南路1号,4月:8,1
黄浦区,西藏南路381号,"3月:30; 4月:7,8,10,11",5
黄浦区,西藏南路390号,4月:12,1
黄浦区,西藏南路416号,"4月:2,3",2
黄浦区,西藏南路439弄10号,4月:2,1
黄浦区,西藏南路500号,4月:4,1
黄浦区,西藏南路518号,"4月:10,11",2
黄浦区,西藏南路555弄,"4月:3,4,6,7,8,9,10,11,12,13",10
黄浦区,西藏南路569号,"4月:4,9",2
黄浦区,西藏南路5号,4月:3,1
黄浦区,西藏南路666号,4月:6,1
黄浦区,西藏南路686号,"4月:6,11,13",3
黄浦区,西藏南路688号,4月:4,1
黄浦区,西藏南路688弄,"3月:19,28; 4月:3,4,8,9,10,11",8
黄浦区,西藏南路699号,4月:11,1
黄浦区,西藏南路699弄,"4月:1,2,8,10,13",5
黄浦区,西藏南路748号,"4月:3,8,9,10,11,12",6
黄浦区,西藏南路750号,3月:25,1
黄浦区,西藏南路779号,4月:4,1
黄浦区,西藏南路831弄,"4月:4,11,12",3
黄浦区,西藏南路897号,"4月:4,7,10",3
黄浦区,西藏南路900弄,"4月:5,6,7,8,9,10,11",7
黄浦区,西藏中路180号,4月:10,1
黄浦区,西藏中路200号,"4月:4,7,8,9,10,11,12",7
黄浦区,西藏中路500号,"4月:4,12",2
黄浦区,先棉祠北弄39号,"4月:11,13",2
黄浦区,先棉祠北弄40号,4月:8,1
黄浦区,先棉祠北弄68号,4月:11,1
黄浦区,先棉祠北弄70号,4月:13,1
黄浦区,先棉祠街32弄,"4月:11,12",2
黄浦区,先棉祠街59号,4月:11,1
黄浦区,先棉祠街89号,4月:13,1
黄浦区,县左街14号,"3月:30; 4月:3,8,10",4
黄浦区,县左街20弄,"3月:26,29,30,31; 4月:3,4,6,8,10,11,12,13",12
黄浦区,县左街24号,3月:29,1
黄浦区,县左街24弄,"3月:26; 4月:3,5,6,7,10,11,12,13",9
黄浦区,县左街32号,"4月:1,10,11,12",4
黄浦区,县左街40号,3月:30,1
黄浦区,县左街46号,"3月:30; 4月:5,10,11",4
黄浦区,县左街64号,4月:10,1
黄浦区,县左街6号,"3月:30,31; 4月:3,5,6,8,10,12",8
黄浦区,县左街8号,4月:2,1
黄浦区,香港路123号,"4月:3,4,6,7,10",5
黄浦区,香港路130号,"4月:3,4,8,10,12",5
黄浦区,香港路150号,"4月:6,7,8,10,11,12",6
黄浦区,香港路55号,3月:19; 4月:8,2
黄浦区,香山路16号,"4月:3,6",2
黄浦区,小石桥街70号,4月:10,1
黄浦区,小桃园街18弄,"4月:1,2",2
黄浦区,小桃园街30弄,4月:4,1
黄浦区,小桃园街40弄,"3月:28; 4月:2,4",3
黄浦区,小桃园街50弄,"3月:28,31; 4月:3,4,7,8",6
黄浦区,斜土东路158弄,"4月:6,11",2
黄浦区,斜土东路185号,4月:11,1
黄浦区,斜土东路197号,"4月:4,10,11,12",4
黄浦区,斜土东路265弄,4月:12,1
黄浦区,斜土东路333弄,4月:9,1
黄浦区,斜土东路68弄,3月:28; 4月:11,2
黄浦区,斜土路102号,"4月:4,5,7,8,9,11,13",7
黄浦区,斜土路108号,"4月:5,7",2
黄浦区,斜土路112号,"4月:5,12",2
黄浦区,斜土路114号,4月:8,1
黄浦区,斜土路118弄,"4月:4,5,6,7,8,10,11,12",8
黄浦区,斜土路145弄,"4月:2,3,8,11",4
黄浦区,斜土路169号,"4月:8,10",2
黄浦区,斜土路185号,4月:8,1
黄浦区,斜土路195弄,"4月:4,6,7,8,12,13",6
黄浦区,斜土路251弄,"3月:28,29,30,31; 4月:8,11,12,13",8
黄浦区,斜土路262弄,"4月:4,5,10,11,12,13",6
黄浦区,斜土路270号,4月:5,1
黄浦区,斜土路280号,"4月:4,5,8,11",4
黄浦区,斜土路282弄,4月:8,1
黄浦区,斜土路298弄,"4月:4,5,7,8,11,12",6
黄浦区,斜土路2号,"4月:3,11",2
黄浦区,斜土路330弄,"3月:28; 4月:3,8,10,11,12,13",7
黄浦区,斜土路338号,4月:8,1
黄浦区,斜土路352弄,4月:1,1
黄浦区,斜土路360弄,4月:2,1
黄浦区,斜土路456号,"4月:3,6,8,10,11,12",6
黄浦区,斜土路460弄,"3月:22,24,26,27,30; 4月:2,3,5,6,8,10,11,12",13
黄浦区,斜土路460弄19号,3月:22,1
黄浦区,斜土路468号,"3月:21,24,28; 4月:6",4
黄浦区,斜土路486弄,"3月:18,19,20,21,22,24,26,27,28,31; 4月:3,8,11,12,13",15
黄浦区,斜土路500号,"4月:4,5,12",3
黄浦区,斜土路501弄,4月:12,1
黄浦区,斜土路520号,"3月:28; 4月:3,8,9",4
黄浦区,斜土路530号,"4月:5,6,8,11,12",5
黄浦区,斜土路540号,4月:5,1
黄浦区,斜土路550弄,"3月:20; 4月:7,8,12",4
黄浦区,斜土路556弄,"4月:3,4,5,7,8,9,10,11,12,13",10
黄浦区,斜土路60号,3月:26,1
黄浦区,斜土路645号,"4月:5,8,10,11,12,13",6
黄浦区,斜土路678弄,"4月:6,8",2
黄浦区,斜土路688号,"4月:5,6",2
黄浦区,斜土路734弄,"4月:3,4,6,11,12",5
黄浦区,斜土路74号,"4月:3,10,12",3
黄浦区,斜土路760号,4月:11,1
黄浦区,斜土路766弄,"4月:4,7,8,10,11,12",6
黄浦区,斜土路80弄,"3月:18; 4月:1,3,4,5,7,8,10,11,13",10
黄浦区,斜土路810弄,"3月:28; 4月:4,5,6,8",5
黄浦区,斜土路85弄,"4月:2,3,4,5,6,7,10,11,12,13",10
黄浦区,斜土路88号,4月:10,1
黄浦区,斜土支路11号,4月:7,1
黄浦区,新昌路115弄,"4月:9,10,12",3
黄浦区,新昌路213号,"4月:2,3,6,11",4
黄浦区,新昌路213弄,3月:30,1
黄浦区,新昌路220号,"3月:31; 4月:1,11,12",4
黄浦区,新昌路286号,"4月:3,10",2
黄浦区,新昌路295弄,4月:8,1
黄浦区,新昌路296号,"4月:6,7",2
黄浦区,新昌路300弄,"4月:7,8,10",3
黄浦区,新昌路310弄,4月:6,1
黄浦区,新昌路328弄,"4月:12,13",2
黄浦区,新昌路334号,4月:13,1
黄浦区,新昌路338号,4月:12,1
黄浦区,新昌路346号,"4月:5,8,12,13",4
黄浦区,新昌路348号,"4月:7,10,11,12,13",5
黄浦区,新昌路350号,"4月:3,8",2
黄浦区,新昌路352弄,4月:10,1
黄浦区,新昌路354号,"4月:11,13",2
黄浦区,新昌路356号,4月:13,1
黄浦区,新昌路358弄,4月:10,1
黄浦区,新昌路362号,4月:12,1
黄浦区,新昌路372号,"4月:10,11,13",3
黄浦区,新昌路477弄,"3月:18,21,22; 4月:2,8,10,12,13",8
黄浦区,新昌路488号,"4月:2,6,12",3
黄浦区,新昌路508弄,4月:10,1
黄浦区,新昌路61弄,"4月:7,10",2
黄浦区,新昌路87弄,"4月:2,4,5,6,10,12",6
黄浦区,新桥路52弄,"4月:3,4,6,8,10,12",6
黄浦区,新桥路97弄,4月:6,1
黄浦区,新闸路126号,"4月:4,6,7,10,12",5
黄浦区,新闸路166号,"4月:3,5,6",3
黄浦区,新闸路200号,"3月:26,29",2
黄浦区,新闸路218号,"3月:20,21",2
黄浦区,新闸路274号,4月:8,1
黄浦区,新闸路276号,4月:12,1
黄浦区,新闸路278号,"4月:3,11",2
黄浦区,新闸路280号,"4月:4,5,7,8,10,11",6
黄浦区,新闸路362号,"4月:5,6",2
黄浦区,兴安路141弄,4月:12,1
黄浦区,兴安路163弄,4月:12,1
黄浦区,兴安路96弄,3月:27,1
黄浦区,兴安路98弄,"3月:19,22,23,24",4
黄浦区,兴业路123弄,"4月:6,7,12",3
黄浦区,兴业路168弄,"4月:8,12",2
黄浦区,徐家汇路135弄,"4月:2,7,9,10,11,12",6
黄浦区,徐家汇路177号,4月:12,1
黄浦区,徐家汇路189号,4月:7,1
黄浦区,徐家汇路1弄,"3月:30,31; 4月:3,4,6,7,8,9,12,13",10
黄浦区,徐家汇路258号,"4月:8,10,12",3
黄浦区,徐家汇路268号,"4月:3,4,5,6,7,8,9,10,11,13",10
黄浦区,徐家汇路378号,"4月:6,12",2
黄浦区,徐家汇路388号,"3月:25; 4月:8,13",3
黄浦区,徐家汇路388弄,4月:4,1
黄浦区,徐家汇路396号,"4月:7,9,10,11",4
黄浦区,徐家汇路3号,4月:11,1
黄浦区,徐家汇路454弄,"4月:8,11,12",3
黄浦区,徐家汇路515弄,"3月:19,31; 4月:2,3,4,5,7,8,9,10,11,12,13",13
黄浦区,徐家汇路518号,"4月:3,8,11,13",4
黄浦区,徐家汇路523号,4月:13,1
黄浦区,徐家汇路528号,"4月:5,7",2
黄浦区,徐家汇路531弄,4月:8,1
黄浦区,徐家汇路536号,4月:12,1
黄浦区,徐家汇路536弄,"4月:3,4,5,7,8,9,10,11,13",9
黄浦区,徐家汇路552弄,"4月:5,8",2
黄浦区,徐家汇路558弄,"4月:6,10,13",3
黄浦区,徐家汇路563号,4月:7,1
黄浦区,徐家汇路585号,4月:8,1
黄浦区,徐家汇路599号,"4月:5,6",2
黄浦区,徐家汇路618号,"4月:4,5,6,8,10,11,12,13",8
黄浦区,徐家汇路679号,4月:2,1
黄浦区,徐家汇路77弄,4月:8,1
黄浦区,徐家汇路7号,4月:10,1
黄浦区,徐家汇路88号,4月:11,1
黄浦区,薛家浜路218号,4月:5,1
黄浦区,薛家浜路236弄,"4月:3,7",2
黄浦区,薛家浜路242弄,"4月:7,9,11,13",4
黄浦区,学宫街11弄,4月:3,1
黄浦区,学宫街19弄,4月:5,1
黄浦区,学宫街23弄,"3月:28; 4月:1,5",3
黄浦区,学宫街43弄,"4月:1,5",2
黄浦区,学宫街53弄,3月:28,1
黄浦区,学前街100号,"4月:8,9,10,11,12,13",6
黄浦区,学前街111弄,"4月:6,7,11",3
黄浦区,学前街118号,4月:13,1
黄浦区,学前街152弄,"4月:2,7,13",3
黄浦区,学前街156号,"4月:2,3,5,8,11,13",6
黄浦区,学前街58号,3月:29; 4月:7,2
黄浦区,学前街77号,4月:11,1
黄浦区,学西街15号,3月:31,1
黄浦区,学西街19号,"4月:1,4",2
黄浦区,学西街1号,4月:4,1
黄浦区,学院路104号,4月:12,1
黄浦区,学院路112弄,"4月:4,8",2
黄浦区,学院路121弄,"4月:5,6,8,9,10,12,13",7
黄浦区,学院路125号,3月:26,1
黄浦区,学院路127弄,"3月:24,26",2
黄浦区,学院路129号,"4月:7,10,11,12",4
黄浦区,学院路131号,"4月:8,10,11,12",4
黄浦区,学院路135号,"3月:26,27; 4月:4,6,7,8,9,11,12,13",10
黄浦区,学院路137号,"4月:2,5,7,9,10,11,13",7
黄浦区,学院路140号,4月:7,1
黄浦区,学院路189号,"4月:4,5",2
黄浦区,学院路197号,4月:11,1
黄浦区,学院路1号,4月:10,1
黄浦区,学院路205号,3月:26,1
黄浦区,学院路227号,4月:3,1
黄浦区,学院路228号,4月:8,1
黄浦区,学院路30号,"4月:7,10",2
黄浦区,学院路32弄,"3月:30; 4月:2,6,8,10,11,12,13",8
黄浦区,学院路59号,"4月:6,7,10",3
黄浦区,学院路68号,"4月:8,11",2
黄浦区,学院路70号,"4月:10,11",2
黄浦区,学院路71号,4月:2,1
黄浦区,学院路71弄,4月:6,1
黄浦区,学院路72号,"3月:28; 4月:4,6,7,9,10,11",7
黄浦区,学院路73号,4月:10,1
黄浦区,学院路74号,"4月:6,7",2
黄浦区,学院路76号,4月:11,1
黄浦区,学院路79弄,"4月:2,3,4,5,6,7,8,9,10,11,12,13",12
黄浦区,学院路79弄4号,4月:3,1
黄浦区,学院路81号,4月:10,1
黄浦区,学院路83号,"4月:10,11",2
黄浦区,学院路89号,"4月:6,11",2
黄浦区,学院路91号,4月:6,1
黄浦区,学院路93号,4月:10,1
黄浦区,学院路97号,"4月:1,3",2
黄浦区,巡道街15号,"4月:10,12",2
黄浦区,巡道街24号,"4月:8,11,12,13",4
黄浦区,巡道街26号,"4月:7,8",2
黄浦区,巡道街27号,"4月:6,10",2
黄浦区,巡道街32号,4月:11,1
黄浦区,巡道街35号,4月:13,1
黄浦区,巡道街37弄,"4月:12,13",2
黄浦区,巡道街43弄,"4月:4,10,12,13",4
黄浦区,巡道街48号,4月:10,1
黄浦区,巡道街49号,4月:8,1
黄浦区,巡道街51号,4月:12,1
黄浦区,巡道街53弄,"3月:26,27,30; 4月:10,11,12",6
黄浦区,巡道街64号,3月:30; 4月:10,2
黄浦区,巡道街6号,4月:12,1
黄浦区,巡道街88弄,4月:5,1
黄浦区,巡道街8号,4月:8,1
黄浦区,延安东路1060号,4月:3,1
黄浦区,延安东路1200号,4月:8,1
黄浦区,延安东路128弄,"4月:7,8,10,11,13",5
黄浦区,延安东路1292弄,"4月:3,4,6,7,10,12,13",7
黄浦区,延安东路1310弄,"4月:3,5,10,11,12,13",6
黄浦区,延安东路172号,"4月:6,9,10,11",4
黄浦区,延安东路223弄,4月:8,1
黄浦区,延安东路27号,"3月:30; 4月:6,8",3
黄浦区,延安东路353弄,"4月:3,12",2
黄浦区,延安东路385号,"4月:2,3,6,7,8,9,13",7
黄浦区,延安东路429号,"4月:3,4,7",3
黄浦区,延安东路8号,3月:28,1
黄浦区,延安中路527号,"4月:3,4,7,8,12",5
黄浦区,延安中路529弄,"4月:4,8,9,10",4
黄浦区,延安中路531号,4月:8,1
黄浦区,延安中路535弄,"4月:6,7,8,9,10,12,13",7
黄浦区,延安中路535弄11号,4月:2,1
黄浦区,延安中路545弄,"3月:26,29,31; 4月:7,8,10,11,12",8
黄浦区,盐城路29号,4月:11,1
黄浦区,雁荡路107号,4月:2,1
黄浦区,雁荡路109号,3月:21; 4月:10,2
黄浦区,雁荡路10弄,"4月:5,8,11,12",4
黄浦区,雁荡路13号,"4月:7,8,13",3
黄浦区,雁荡路51弄,4月:10,1
黄浦区,雁荡路55弄,"4月:4,8",2
黄浦区,雁荡路88号,4月:5,1
黄浦区,也是园弄32号,"4月:2,7,8,9,10",5
黄浦区,也是园弄42弄,"4月:8,11,13",3
黄浦区,也是园弄54弄,"4月:7,13",2
黄浦区,也是园弄68号,3月:28,1
黄浦区,仪凤弄115弄,3月:28,1
黄浦区,迎勋北路101号,4月:12,1
黄浦区,迎勋北路131号,"4月:4,8,11",3
黄浦区,迎勋北路17号,4月:13,1
黄浦区,迎勋北路8弄,"3月:28; 4月:2,3,6,7,8,9,10,11,13",10
黄浦区,迎勋路100弄,"3月:28; 4月:1,7,8",4
黄浦区,迎勋路69号,4月:8,1
黄浦区,迎勋路69弄,"4月:3,7",2
黄浦区,迎勋路8弄,4月:8,1
黄浦区,永安路13弄,4月:8,1
黄浦区,永安路14号,"4月:3,5,6,7,8,9,10,11,13",9
黄浦区,永安路2号,"4月:4,6,13",3
黄浦区,永嘉路19弄,"4月:2,3,5,9",4
黄浦区,永嘉路21弄,"4月:8,10",2
黄浦区,永嘉路25弄,4月:3,1
黄浦区,永嘉路29号,"4月:2,3,8,10",4
黄浦区,永嘉路39弄,4月:2,1
黄浦区,永年路116号,4月:13,1
黄浦区,永年路117号,"3月:24; 4月:8,9,10",4
黄浦区,永年路120号,"4月:5,6",2
黄浦区,永年路121号,"4月:8,11",2
黄浦区,永年路124号,3月:30,1
黄浦区,永年路146号,4月:12,1
黄浦区,永年路149弄,"3月:20,22,24,25,28,29,30; 4月:2,3,4,5,6,7,8,11,12",16
黄浦区,永年路178弄,"3月:24,30",2
黄浦区,永年路24弄,3月:21,1
黄浦区,永年路44弄,4月:13,1
黄浦区,永年路48号,4月:13,1
黄浦区,永年路49号,4月:7,1
黄浦区,永年路74号,"4月:5,8,11",3
黄浦区,永宁街55号,"4月:1,11",2
黄浦区,永宁街66号,"4月:8,11,13",3
黄浦区,永寿路11号,4月:4,1
黄浦区,永寿路50号,"3月:28; 4月:1,3,6,7,9,10,11,12",9
黄浦区,永寿路88号,"3月:30; 4月:7,10,12",4
黄浦区,永寿路9弄,"4月:4,11",2
黄浦区,永泰街12号,"3月:30; 4月:2,8,9",4
黄浦区,永泰街43号,4月:1,1
黄浦区,永泰街43弄,4月:7,1
黄浦区,元芳弄21号,4月:3,1
黄浦区,圆明园路21号,4月:8,1
黄浦区,悦来街38弄,"3月:30; 4月:4,6,7,10",5
黄浦区,云南南路118号,4月:6,1
黄浦区,云南南路293号,"4月:10,12,13",3
黄浦区,张家弄132号,"3月:28; 4月:3,4,5,11,12",6
黄浦区,昭通路59号,4月:12,1
黄浦区,肇嘉浜路168弄,"4月:3,4,6,7,8,10,11,12,13",9
黄浦区,肇家浜路168弄,4月:7,1
黄浦区,肇嘉浜路16号,4月:8,1
黄浦区,肇嘉浜路18号,"4月:8,10",2
黄浦区,肇嘉浜路18弄,4月:13,1
黄浦区,肇周路126弄,"4月:6,10,11",3
黄浦区,肇周路136号,"4月:4,6,11",3
黄浦区,肇周路176号,4月:2,1
黄浦区,肇周路179号,"4月:8,12",2
黄浦区,肇周路332弄,"4月:3,4,7,8,9,11",6
黄浦区,肇周路340号,4月:10,1
黄浦区,肇周路342号,"4月:4,12",2
黄浦区,肇周路356号,3月:29,1
黄浦区,肇周路358弄,"4月:3,7",2
黄浦区,肇周路384弄,"4月:4,6,8,10,11,13",6
黄浦区,肇周路395号,4月:5,1
黄浦区,肇周路405号,"4月:10,11",2
黄浦区,肇周路417号,4月:8,1
黄浦区,肇周路421弄,"4月:8,10,11,13",4
黄浦区,肇周路98号,4月:9,1
黄浦区,浙江南路18号,"4月:4,8",2
黄浦区,浙江南路78号,"4月:3,4,7,8,13",5
黄浦区,浙江南路88号,"4月:4,8",2
黄浦区,浙江中路108弄,"4月:6,8,10,12,13",5
黄浦区,浙江中路109弄,"4月:8,9,10,12,13",5
黄浦区,浙江中路110号,"4月:7,12",2
黄浦区,浙江中路114号,4月:6,1
黄浦区,浙江中路118弄,"4月:10,11,12,13",4
黄浦区,浙江中路128弄,4月:12,1
黄浦区,浙江中路137弄,"4月:8,10,11,12,13",5
黄浦区,浙江中路142号,"4月:11,12",2
黄浦区,浙江中路145号,4月:12,1
黄浦区,浙江中路159号,"4月:8,10,12,13",4
黄浦区,浙江中路167弄,"4月:4,7,8,10,12,13",6
黄浦区,浙江中路185号,"3月:30; 4月:2,8",3
黄浦区,浙江中路188弄,4月:12,1
黄浦区,浙江中路215弄,4月:12,1
黄浦区,浙江中路379号,"4月:4,11",2
黄浦区,浙江中路400号,"4月:4,5,11,12",4
黄浦区,浙江中路413号,"4月:3,8,10,12,13",5
黄浦区,浙江中路415号,4月:13,1
黄浦区,浙江中路417号,4月:11,1
黄浦区,浙江中路419号,"4月:7,10,11,12,13",5
黄浦区,浙江中路421号,"4月:10,13",2
黄浦区,浙江中路425号,4月:13,1
黄浦区,浙江中路429号,"4月:2,8",2
黄浦区,浙江中路431号,"4月:6,7,8,10,13",5
黄浦区,浙江中路433号,4月:12,1
黄浦区,浙江中路435号,"4月:4,7,8,10",4
黄浦区,浙江中路437号,4月:8,1
黄浦区,浙江中路439号,"4月:11,12,13",3
黄浦区,浙江中路443号,4月:12,1
黄浦区,浙江中路447号,"4月:8,10,12",3
黄浦区,浙江中路535号,4月:13,1
黄浦区,芝罘路39号,4月:11,1
黄浦区,芝罘路45号,3月:28; 4月:8,2
黄浦区,芝罘路57号,4月:11,1
黄浦区,制造局后街26号,"4月:8,10",2
黄浦区,制造局路130号,"4月:3,6,8,10",4
黄浦区,制造局路208弄,"4月:6,8,10,12,13",5
黄浦区,制造局路228号,"4月:6,8,10",3
黄浦区,制造局路27号,3月:28,1
黄浦区,制造局路287号,4月:6,1
黄浦区,制造局路361号,"3月:21; 4月:4,9,12",4
黄浦区,制造局路363弄,"4月:10,11,12",3
黄浦区,制造局路365弄2号,"4月:6,9",2
黄浦区,制造局路370弄,"4月:4,10",2
黄浦区,制造局路455弄,"3月:27,28,29; 4月:2,11,12",6
黄浦区,制造局路464弄,4月:13,1
黄浦区,制造局路466弄,"4月:4,5,10,11",4
黄浦区,制造局路500弄,"4月:9,11",2
黄浦区,制造局路529号,4月:8,1
黄浦区,制造局路567弄,"3月:24,25,26; 4月:1,2,6,7,8,9,10,11,12,13",13
黄浦区,制造局路584号,"4月:10,12,13",3
黄浦区,制造局路646弄,"3月:28,30; 4月:3,5,7,8,9,11,13",9
黄浦区,制造局路721弄,"4月:10,12",2
黄浦区,制造局路749弄,4月:12,1
黄浦区,制造局路779号,"4月:7,13",2
黄浦区,制造局路833弄10号,"4月:6,9,11",3
黄浦区,制造局路833弄19号,"4月:7,11",2
黄浦区,制造局路833弄7号,4月:11,1
黄浦区,制造局路87号,4月:5,1
黄浦区,制造局路8弄,4月:8,1
黄浦区,制造局路后街26号,4月:6,1
黄浦区,中华路1011号,4月:11,1
黄浦区,中华路1141弄,"4月:11,13",2
黄浦区,中华路1142号,4月:4,1
黄浦区,中华路1148弄,"4月:12,13",2
黄浦区,中华路1203号,"4月:6,11,13",3
黄浦区,中华路1231号,4月:11,1
黄浦区,中华路128弄,"4月:6,7,8,10,11,13",6
黄浦区,中华路1299弄,4月:4,1
黄浦区,中华路1300弄,"4月:3,6,7,8,9,12",6
黄浦区,中华路1349弄,4月:2,1
黄浦区,中华路1409号,"4月:5,7,8,9,10",5
黄浦区,中华路162弄,4月:6,1
黄浦区,中华路169弄,"3月:30; 4月:6,8,10",4
黄浦区,中华路179号,"4月:7,11,12",3
黄浦区,中华路185号,"4月:6,8,12",3
黄浦区,中华路198号,4月:7,1
黄浦区,中华路211弄,"4月:7,8",2
黄浦区,中华路317号,4月:7,1
黄浦区,中华路319号,"4月:6,7,11,12,13",5
黄浦区,中华路321号,4月:10,1
黄浦区,中华路323号,4月:10,1
黄浦区,中华路327号,"3月:30; 4月:7,12,13",4
黄浦区,中华路350弄,4月:8,1
黄浦区,中华路365号,4月:8,1
黄浦区,中华路388号,3月:30; 4月:12,2
黄浦区,中华路429弄,"3月:25,30; 4月:1,3,4,6,8,10",8
黄浦区,中华路518号,"4月:2,7",2
黄浦区,中华路518弄,"4月:4,7,8,9,10,12,13",7
黄浦区,中华路805号,"4月:8,10",2
黄浦区,中华路868弄,"4月:1,3,4,7,8,9,10,11,12",9
黄浦区,中华路868弄30-35号,3月:23,1
黄浦区,中华路88弄,"3月:28; 4月:7,8,10",4
黄浦区,中华路989号,"4月:3,7,8,12,13",5
黄浦区,中华路999号,"4月:8,10,11,12",4
黄浦区,中华路99号,"4月:8,10,11,12",4
黄浦区,中山东二路521号,"4月:7,8,9,10",4
黄浦区,中山东二路531号,"4月:7,10",2
黄浦区,中山东二路538号,"4月:6,13",2
黄浦区,中山东二路575号,4月:2,1
黄浦区,中山东二路600号,4月:3,1
黄浦区,中山东一路247弄,4月:7,1
黄浦区,中山东一路2号,4月:6,1
黄浦区,中山东一路32号,"4月:6,10",2
黄浦区,中山南路1018号,4月:11,1
黄浦区,中山南路1358弄,"3月:24,26,27,28,31; 4月:1,2,4,11,13",10
黄浦区,中山南路1586弄,"3月:24,26,28,30; 4月:5,6,7,8,9,10,11",11
黄浦区,中山南路1667号,"3月:25,26,27,28,29; 4月:6,7,11",8
黄浦区,中山南路1669弄,"3月:29; 4月:7,10,12",4
黄浦区,中山南路1671号,"4月:6,9,11",3
黄浦区,中山南路1701号,"3月:26,27,28,30; 4月:1,6",6
黄浦区,中山南路1711弄,"3月:26,28,30; 4月:10,11,13",6
黄浦区,中山南路1714号,4月:13,1
黄浦区,中山南路1724号,4月:9,1
黄浦区,中山南路1726弄,"3月:26,28,29; 4月:6,10,11",6
黄浦区,中山南路1729弄,3月:29,1
黄浦区,中山南路1752号,"4月:11,13",2
黄浦区,中山南路1758号,4月:10,1
黄浦区,中山南路1820号,4月:8,1
黄浦区,中山南路1887弄,"3月:18; 4月:3,11,12",4
黄浦区,中山南路1891号,"3月:27,28",2
黄浦区,中山南路1893号,"4月:1,11",2
黄浦区,中山南路200号10号楼,3月:22,1
黄浦区,中山南路200弄,3月:26,1
黄浦区,中山南路200弄10号楼,3月:24,1
黄浦区,中山南路315号,3月:31,1
黄浦区,中山南路36号,"4月:4,5,6,9,10,13",6
黄浦区,中山南路566弄,"3月:30; 4月:3,4,7,10,11,12",7
黄浦区,中山南路891号,"3月:30; 4月:2,8,10",4
黄浦区,中山南路909号,"4月:6,10",2
黄浦区,中山南一路1012弄,"4月:4,7,8,11,12",5
黄浦区,中山南一路1016号,"4月:4,11,12,13",4
黄浦区,中山南一路1018号,4月:11,1
黄浦区,中山南一路101弄,4月:7,1
黄浦区,中山南一路1020弄,"3月:31; 4月:3,5,8,9,10,13",7
黄浦区,中山南一路1023号,4月:10,1
黄浦区,中山南一路1026号,4月:13,1
黄浦区,中山南一路1040号,"4月:3,8,10,12",4
黄浦区,中山南一路1042号,"4月:2,8,9,12,13",5
黄浦区,中山南一路1043弄,"4月:3,4",2
黄浦区,中山南一路1044号,"4月:8,12",2
黄浦区,中山南一路1048弄,"3月:28; 4月:3,11,13",4
黄浦区,中山南一路1050号,"4月:10,11,13",3
黄浦区,中山南一路1065号,"3月:29; 4月:4,5,6,7,8,9,11,12,13",10
黄浦区,中山南一路1079号,"4月:10,13",2
黄浦区,中山南一路1102弄,4月:8,1
